Nom de l'artiste,Date d'anniversaire,Titre,Genre,Date de sortie,Groupe
Phil Sumner,1990-01-01,Do You Like Rock Music?,Indie Rock,2008-01-14,Yes
Eamon Hamilton,1974-01-01,Valhalla Dancehall,Indie Rock,2011-01-10,Yes
Phil Sumner,1990-01-01,Valhalla Dancehall,Indie Rock,2011-01-10,Yes
Britney Spears,1981-12-02,...Baby One More Time,Teen Pop,1999-05-27,No
Britney Spears,1981-12-02,Oops!...I Did It Again,Pop,2000-04-25,No
Britney Spears,1981-12-02,Britney,Dance-Pop,2001-11-06,No
Britney Spears,1981-12-02,In The Zone,Pop,2003-11-17,No
Britney Spears,1981-12-02,Greatest Hits: My Prerogative,Pop,2004-11-08,No
Britney Spears,1981-12-02,B In The Mix: The Remixes,Dance,2005-11-28,No
Britney Spears,1981-12-02,Blackout,Pop,2007-10-30,No
Britney Spears,1981-12-02,Circus,Pop,2008-12-02,No
Britney Spears,1981-12-02,The Singles Collection,Pop,2009-11-10,No
Britney Spears,1981-12-02,Femme Fatale,Pop,2011-04-06,No
Britney Spears,1981-12-02,Britney Jean,Pop,2013-11-29,No
Michael Kelly Smith,1958-01-01,Britny Fox,Glam Metal,2007-01-01,Yes
Michael Kelly Smith,1958-01-01,Britny Fox,Glam Metal,2007-01-01,Yes
Greg D’Angelo,1963-12-18,Britny Fox,Glam Metal,2007-01-01,Yes
Michael Kelly Smith,1958-01-01,Boys In Heat,Glam Metal,1989-10-01,Yes
Michael Kelly Smith,1958-01-01,Boys In Heat,Glam Metal,1989-10-01,Yes
Greg D’Angelo,1963-12-18,Boys In Heat,Glam Metal,1989-10-01,Yes
Michael Kelly Smith,1958-01-01,Bite Down Hard,Glam Metal,1991-10-29,Yes
Michael Kelly Smith,1958-01-01,Bite Down Hard,Glam Metal,1991-10-29,Yes
Greg D’Angelo,1963-12-18,Bite Down Hard,Glam Metal,1991-10-29,Yes
Michael Kelly Smith,1958-01-01,Springhead Motorshark,Hard Rock,2003-07-29,Yes
Michael Kelly Smith,1958-01-01,Springhead Motorshark,Hard Rock,2003-07-29,Yes
Greg D’Angelo,1963-12-18,Springhead Motorshark,Hard Rock,2003-07-29,Yes
Britt Daniel,1971-04-14,Home Volume IV,Indie Rock,2002-07-11,No
Britt Nicole,1984-08-02,Say It,Christian,2007-05-22,No
Britt Nicole,1984-08-02,Acoustic,Acoustic,2010-08-24,No
Håkan Hellström,1974-04-02,When We Were Winning,Rock,2003-09-17,Yes
Anders Göthberg,1975-10-09,When We Were Winning,Rock,2003-09-17,Yes
Brody Dalle,1979-01-01,Diploid Love,Alternative Rock,2014-04-25,No
Broken Back,1990-08,"Dear Misfortune, Mother Of Joy",Electropop,2015-03-23,No
DM & Jemini,1977-07-29,Broken Bells,Indie Rock,2010-03-05,Yes
Danger Mouse,1977-07-29,Broken Bells,Indie Rock,2010-03-05,Yes
DM & Jemini,1977-07-29,After The Disco,Indie Rock,2014-01-30,Yes
Danger Mouse,1977-07-29,After The Disco,Indie Rock,2014-01-30,Yes
Brolle Jr,1981-11-10,Rebellious Heart,Pop,2002-09-25,No
Brolle Jr,1981-11-10,Paradise Will Wait,Pop,2004-01-01,No
Brooke Hogan,1988-05-05,Everything To Me,Pop,2004-07-27,No
Brooke Hogan,1988-05-05,Undiscovered,Dance-Pop,2006-10-24,No
Brooke Hogan,1988-05-05,The Redemption,Dance-Pop,2009-07-21,No
Brooke Fraser,1983-12-15,What To Do With Daylight,Pop,2003-01-01,No
Brooke Fraser,1983-12-15,Albertine,Pop,2006-12-04,No
Brooke Fraser,1983-12-15,Flags,Pop,2010-10-11,No
Brooke Valentine,1984-10-05,Chain Letter,R&amp;B,2005-03-15,No
Brooke White,1983-06-02,Songs From The Attic,Pop,2006-11-01,No
Brooke White,1983-06-02,High Hopes & Heartbreak,Folk Rock,2009-07-21,No
Brooke Waggoner,1984,Heal For The Honey,Indie Pop,2008-09-09,No
Matt Goss,1968-09-28,Push,Dance-Pop,1988-01-01,Yes
Craig Logan,1969-04-22,Push,Dance-Pop,1988-01-01,Yes
Luke Goss,1968-09-29,Push,Dance-Pop,1988-01-01,Yes
Matt Goss,1968-09-28,The Time,Dance-Pop,2010-01-01,Yes
Craig Logan,1969-04-22,The Time,Dance-Pop,2010-01-01,Yes
Luke Goss,1968-09-29,The Time,Dance-Pop,2010-01-01,Yes
Matt Goss,1968-09-28,Changing Faces,Dance-Pop,1991-01-01,Yes
Craig Logan,1969-04-22,Changing Faces,Dance-Pop,1991-01-01,Yes
Luke Goss,1968-09-29,Changing Faces,Dance-Pop,1991-01-01,Yes
Brother Ali,1977-07-30,Rites Of Passage,Hip Hop,2000-01-01,No
Brother Ali,1977-07-30,Shadows On The Sun,Hip Hop,2003-05-02,No
Brother Ali,1977-07-30,The Undisputed Truth,Hip Hop,2007-04-10,No
Brother Ali,1977-07-30,The Truth Is Here,Hip Hop,2009-03-10,No
Brother Ali,1977-07-30,Us,Hip Hop,2009-09-21,No
Brother Ali,1977-07-30,Mourning In America And Dreaming In Color,Hip Hop,2012-09-18,No
Brotha Lynch Hung,1969-01-10,24 Deep,Gangsta Rap,1993-01-01,No
Brotha Lynch Hung,1969-01-10,Loaded,West Coast Hip Hop,1997-09-16,No
Brotha Lynch Hung,1969-01-10,Lynch By Inch: Suicide Note,Horrorcore,2001-01-01,No
Brotha Lynch Hung,1969-01-10,Dinner And A Movie,Horrorcore,2010-03-23,No
Brotha Lynch Hung,1969-01-10,Coathanga Strangla,Horrorcore,2011-04-05,No
Brotha Lynch Hung,1969-01-10,Mannibalector,Horrorcore,2013-02-05,No
Ronnie Dunn,1953-06-01,Brand New Man,Country,1991-08-13,Yes
Kix Brooks,1955-05-12,Brand New Man,Country,1991-08-13,Yes
Ronnie Dunn,1953-06-01,Hard Workin' Man,Country,1993-02-23,Yes
Kix Brooks,1955-05-12,Hard Workin' Man,Country,1993-02-23,Yes
Ronnie Dunn,1953-06-01,Waitin' On Sundown,Country,1994-09-27,Yes
Kix Brooks,1955-05-12,Waitin' On Sundown,Country,1994-09-27,Yes
Ronnie Dunn,1953-06-01,Borderline,Country,1996-04-16,Yes
Kix Brooks,1955-05-12,Borderline,Country,1996-04-16,Yes
Ronnie Dunn,1953-06-01,The Greatest Hits Collection,Country,2004-10-19,Yes
Kix Brooks,1955-05-12,The Greatest Hits Collection,Country,2004-10-19,Yes
Ronnie Dunn,1953-06-01,If You See Her,Country,1998-06-02,Yes
Kix Brooks,1955-05-12,If You See Her,Country,1998-06-02,Yes
Ronnie Dunn,1953-06-01,Tight Rope,Country,1999-09-14,Yes
Kix Brooks,1955-05-12,Tight Rope,Country,1999-09-14,Yes
Ronnie Dunn,1953-06-01,Steers & Stripes,Country,2001-04-17,Yes
Kix Brooks,1955-05-12,Steers & Stripes,Country,2001-04-17,Yes
Ronnie Dunn,1953-06-01,Red Dirt Road,Country,2003-07-15,Yes
Kix Brooks,1955-05-12,Red Dirt Road,Country,2003-07-15,Yes
Ronnie Dunn,1953-06-01,The Greatest Hits Collection II,Country,2004-01-01,Yes
Kix Brooks,1955-05-12,The Greatest Hits Collection II,Country,2004-01-01,Yes
Ronnie Dunn,1953-06-01,Hillbilly Deluxe,Country,2005-08-30,Yes
Kix Brooks,1955-05-12,Hillbilly Deluxe,Country,2005-08-30,Yes
Ronnie Dunn,1953-06-01,Cowboy Town,Country,2007-10-02,Yes
Kix Brooks,1955-05-12,Cowboy Town,Country,2007-10-02,Yes
Ronnie Dunn,1953-06-01,Number 1s... And Then Some,Country,2009-09-08,Yes
Kix Brooks,1955-05-12,Number 1s... And Then Some,Country,2009-09-08,Yes
Billy Ray Cyrus,1961-08-25,Brother Clyde,Alternative Rock,2010-08-10,Yes
Samantha Maloney,1975-12-11,Brother Clyde,Alternative Rock,2010-08-10,Yes
Nathan Moore,1965-01-10,Get Even,Electronic,1988-01-01,Yes
Eg White,1966-11-22,Get Even,Electronic,1988-01-01,Yes
Tony Burrows,1942-04-14,United We Stand,Pop,1970-01-01,Yes
Sandra Stevens,1949-11-23,United We Stand,Pop,1970-01-01,Yes
Nicky Stevens,1951-12-03,United We Stand,Pop,1970-01-01,Yes
Lee Sheriden,1949-04-11,United We Stand,Pop,1970-01-01,Yes
Martin Lee,1949-11-26,United We Stand,Pop,1970-01-01,Yes
Tony Burrows,1942-04-14,Love And Kisses From Brotherhood Of Man,Pop,1976-01-01,Yes
Sandra Stevens,1949-11-23,Love And Kisses From Brotherhood Of Man,Pop,1976-01-01,Yes
Nicky Stevens,1951-12-03,Love And Kisses From Brotherhood Of Man,Pop,1976-01-01,Yes
Lee Sheriden,1949-04-11,Love And Kisses From Brotherhood Of Man,Pop,1976-01-01,Yes
Martin Lee,1949-11-26,Love And Kisses From Brotherhood Of Man,Pop,1976-01-01,Yes
Tony Burrows,1942-04-14,B For Brotherhood,Pop,1978-01-01,Yes
Sandra Stevens,1949-11-23,B For Brotherhood,Pop,1978-01-01,Yes
Nicky Stevens,1951-12-03,B For Brotherhood,Pop,1978-01-01,Yes
Lee Sheriden,1949-04-11,B For Brotherhood,Pop,1978-01-01,Yes
Martin Lee,1949-11-26,B For Brotherhood,Pop,1978-01-01,Yes
Tony Burrows,1942-04-14,Higher Than High,Pop,1979-01-01,Yes
Sandra Stevens,1949-11-23,Higher Than High,Pop,1979-01-01,Yes
Nicky Stevens,1951-12-03,Higher Than High,Pop,1979-01-01,Yes
Lee Sheriden,1949-04-11,Higher Than High,Pop,1979-01-01,Yes
Martin Lee,1949-11-26,Higher Than High,Pop,1979-01-01,Yes
Cub Koda,1948-10-01,Yeah!,Rock,2005-04-19,Yes
Bruce Nazarian,1949-01-01,Yeah!,Rock,2005-04-19,Yes
Bruce Channel,1940-11-28,Hey! Baby,Pop,1962-01-01,No
Bruce Cockburn,1945-05-27,Bruce Cockburn,Roots,1970-01-01,No
Bruce Cockburn,1945-05-27,High Winds White Sky,Folk,1991-11-12,No
Bruce Cockburn,1945-05-27,Sunwheel Dance,Roots,1971-01-01,No
Bruce Cockburn,1945-05-27,Night Vision,Folk,1993-02-16,No
Bruce Cockburn,1945-05-27,"Salt, Sun And Time",Folk,1995-04-11,No
Bruce Cockburn,1945-05-27,Joy Will Find A Way,Folk,1975-01-01,No
Bruce Cockburn,1945-05-27,In The Falling Dark,Folk,1993-02-16,No
Bruce Cockburn,1945-05-27,Circles In The Stream,Folk,1977-01-01,No
Bruce Cockburn,1945-05-27,Further Adventures Of,Folk,1996-01-26,No
Bruce Cockburn,1945-05-27,Dancing In The Dragon's Jaws,Folk,1979-01-01,No
Bruce Cockburn,1945-05-27,Humans,Folk,1992-03-10,No
Bruce Cockburn,1945-05-27,Mummy Dust,Folk,1981-01-01,No
Bruce Cockburn,1945-05-27,Inner City Front,Folk,1992-03-10,No
Bruce Cockburn,1945-05-27,The Trouble With Normal,Folk,2002-11-19,No
Bruce Cockburn,1945-05-27,Stealing Fire,Folk,1984-01-01,No
Bruce Cockburn,1945-05-27,World Of Wonders,Folk,1992-03-10,No
Bruce Cockburn,1945-05-27,Big Circumstance,Folk,1988-01-01,No
Bruce Cockburn,1945-05-27,Nothing But A Burning Light,Folk,1991-11-05,No
Bruce Cockburn,1945-05-27,Christmas,Folk,1993-01-01,No
Bruce Cockburn,1945-05-27,Dart To The Heart,Folk,1994-03-01,No
Bruce Cockburn,1945-05-27,The Charity Of Night,Folk,1996-01-01,No
Bruce Cockburn,1945-05-27,You Pay Your Money And You Take Your Chance,Folk,1997-01-01,No
Bruce Cockburn,1945-05-27,"Breakfast In New Orleans, Dinner In Timbuktu",Folk,1999-09-14,No
Bruce Cockburn,1945-05-27,Live On World Cafe,Folk,2002-01-15,No
Bruce Cockburn,1945-05-27,You've Never Seen Everything,Folk,2003-09-29,No
Bruce Cockburn,1945-05-27,Speechless,Folk,2005-09-27,No
Bruce Cockburn,1945-05-27,Life Short Call Now,Folk,2006-07-11,No
Bruce Cockburn,1945-05-27,Slice O' Life,Folk,2009-01-01,No
Bruce Cockburn,1945-05-27,Small Source Of Comfort,Folk Rock,2011-03-08,No
Bruce Hornsby,1954-11-23,Harbor Lights,Rock,1993-04-06,No
Bruce Hornsby,1954-11-23,Hot House,Soft Rock,1995-07-18,No
Bruce Hornsby,1954-11-23,Spirit Trail,Soft Rock,1998-10-13,No
Bruce Hornsby,1954-11-23,Here Come The Noise Makers,Rock,2000-10-24,No
Bruce Hornsby,1954-11-23,Big Swing Face,Rock,2002-06-11,No
Bruce Hornsby,1954-11-23,Greatest Radio Hits,Rock,2004-01-13,No
Bruce Hornsby,1954-11-23,Halcyon Days,Rock,2004-08-10,No
Bruce Hornsby,1954-11-23,Intersections: 1985-2005,Adult Contemporary,2006-07-25,No
Bruce Hornsby,1954-11-23,Levitate,Soft Rock,2009-09-15,No
Bruce Hornsby,1954-11-23,Bride Of The Noisemakers,Rock,2011-05-02,No
Bruce McCulloch,1961-05-12,Shame-Based Man,Comedy,1995-04-11,No
Bruce McCulloch,1961-05-12,Drunk Baby Project,Comedy,2002-10-01,No
Allan Holdsworth,1946-08-06,Feels Good To Me,Jazz Fusion,1978-08-01,Yes
Bill Bruford,1949-05-17,Feels Good To Me,Jazz Fusion,1978-08-01,Yes
Allan Holdsworth,1946-08-06,One Of A Kind,Jazz Fusion,1979-01-01,Yes
Bill Bruford,1949-05-17,One Of A Kind,Jazz Fusion,1979-01-01,Yes
Allan Holdsworth,1946-08-06,Gradually Going Tornado,Jazz Fusion,1980-01-01,Yes
Bill Bruford,1949-05-17,Gradually Going Tornado,Jazz Fusion,1980-01-01,Yes
Bruce Robison,1966-06-11,Eleven Stories,Country,2006-04-04,No
Bruce Springsteen,1949-09-23,"Greetings From Asbury Park, N.J.",Rock,1973-01-05,No
Bruce Springsteen,1949-09-23,"The Wild, The Innocent & The E Street Shuffle",Rock,1973-09-11,No
Bruce Springsteen,1949-09-23,Born To Run,Rock,1975-08-25,No
Bruce Springsteen,1949-09-23,Darkness On The Edge Of Town,Rock,1978-06-02,No
Bruce Springsteen,1949-09-23,The River,Rock,1980-10-10,No
Bruce Springsteen,1949-09-23,Nebraska,Folk Rock,1982-09-20,No
Bruce Springsteen,1949-09-23,Born In The U.S.A.,Rock,1984-06-04,No
Bruce Springsteen,1949-09-23,Live/1975-85,Rock,1986-11-06,No
Bruce Springsteen,1949-09-23,Tunnel Of Love,Rock,1987-09-30,No
Bruce Springsteen,1949-09-23,Human Touch,Rock,1992-03-26,No
Bruce Springsteen,1949-09-23,Lucky Town,Rock,1992-03-26,No
Bruce Springsteen,1949-09-23,In Concert - MTV Plugged,Rock,1993-04-12,No
Bruce Springsteen,1949-09-23,Greatest Hits,Rock,1995-02-24,No
Bruce Springsteen,1949-09-23,The Ghost Of Tom Joad,Folk,1995-11-21,No
Bruce Springsteen,1949-09-23,Tracks,Rock,1998-11-10,No
Bruce Springsteen,1949-09-23,18 Tracks,Rock,1999-04-13,No
Bruce Springsteen,1949-09-23,Live In New York City,Rock,2001-03-27,No
Bruce Springsteen,1949-09-23,The Rising,Rock,2002-07-29,No
Bruce Springsteen,1949-09-23,The Essential Bruce Springsteen,Rock,2003-11-12,No
Bruce Springsteen,1949-09-23,Devils & Dust,Rock,2005-04-25,No
Bruce Springsteen,1949-09-23,Hammersmith Odeon London '75,Rock,2006-02-28,No
Bruce Springsteen,1949-09-23,We Shall Overcome: The Seeger Sessions,Folk,2006-04-24,No
Bruce Springsteen,1949-09-23,Live In Dublin,Folk Rock,2007-06-05,No
Bruce Springsteen,1949-09-23,Magic,Rock,2007-10-01,No
Bruce Springsteen,1949-09-23,Magic Tour Highlights,Rock,2008-07-15,No
Bruce Springsteen,1949-09-23,Working On A Dream,Rock,2009-01-23,No
Bruce Springsteen,1949-09-23,The Promise,Rock,2010-11-12,No
Bruce Springsteen,1949-09-23,Wrecking Ball,Rock,2012-03-02,No
Bruce Springsteen,1949-09-23,High Hopes,Rock,2013-01-01,No
Bruno Mars,1985-10-08,It's Better If You Don't Understand,Pop,2010-05-11,No
Bruno Mars,1985-10-08,Doo-Wops & Hooligans,Pop,2010-10-04,No
Bruno Mars,1985-10-08,Unorthodox Jukebox,Pop,2012-12-07,No
Bruno Pelletier,1962-08-07,Bruno Pelletier,French Pop,1992-01-01,No
Bruno Pelletier,1962-08-07,Défaire L'amour,French Pop,1995-01-01,No
Bruno Pelletier,1962-08-07,Miserere,French Pop,1997-01-01,No
Bruno Pelletier,1962-08-07,D'Autres Rives,French Pop,1999-01-01,No
Bruno Lauzi,1937-08-08,Ti Ruberò,Pop,1965-12-01,No
Bryan Adams,1959-11-05,Bryan Adams,Rock,1987-01-01,No
Bryan Adams,1959-11-05,"You Want It, You Got It",Rock,1987-01-01,No
Bryan Adams,1959-11-05,Cuts Like A Knife,Rock,1983-01-01,No
Bryan Adams,1959-11-05,Reckless,Rock,1984-01-01,No
Bryan Adams,1959-11-05,Into The Fire,Rock,1987-03-31,No
Bryan Adams,1959-11-05,Live! Live! Live!,Rock,1988-01-01,No
Bryan Adams,1959-11-05,Waking Up The Neighbours,Rock,1991-09-24,No
Bryan Adams,1959-11-05,"So Far, So Good",Rock,1993-07-01,No
Bryan Adams,1959-11-05,18 Til I Die,Rock,1996-06-03,No
Bryan Adams,1959-11-05,MTV Unplugged,Rock,1997-12-08,No
Bryan Adams,1959-11-05,On A Day Like Today,Rock,1998-10-20,No
Bryan Adams,1959-11-05,The Best Of Me,Rock,1999-11-15,No
Bryan Adams,1959-11-05,Room Service,Rock,2004-10-21,No
Bryan Adams,1959-11-05,11,Rock,2008-03-14,No
Bryan Ferry,1945-09-26,These Foolish Things,Pop,1973-01-01,No
Bryan Ferry,1945-09-26,"Another Time, Another Place",Pop,1974-01-01,No
Bryan Ferry,1945-09-26,In Your Mind,Pop,1977-01-01,No
Bryan Ferry,1945-09-26,Boys And Girls,Pop,1985-01-01,No
Bryan Ferry,1945-09-26,Bête Noire,Pop,1987-01-01,No
Bryan Ferry,1945-09-26,The Ultimate Collection,Pop Rock,1988-01-01,No
Bryan Ferry,1945-09-26,Taxi,Pop,1993-01-01,No
Bryan Ferry,1945-09-26,Girl Of My Best Friend,Pop,1993-10-13,No
Bryan Ferry,1945-09-26,Mamouna,Pop,1994-01-01,No
Bryan Ferry,1945-09-26,As Time Goes By,Pop,1999-10-08,No
Bryan Ferry,1945-09-26,Your Painted Smile,Pop,1994-01-01,No
Bryan Ferry,1945-09-26,Slave To Love: The Best Of The Ballads,Pop,2000-07-10,No
Bryan Ferry,1945-09-26,Frantic,Pop,2002-04-29,No
Bryan Ferry,1945-09-26,Dylanesque,Pop,2007-03-05,No
Bryan Ferry,1945-09-26,Avonmore,Pop,2014-11-17,No
Bryan Duncan,1953-03-16,Mercy,Contemporary Christian,1992-01-01,No
Bryan Duncan,1953-03-16,Slow Revival,Contemporary Christian,1994-01-01,No
Bryan Duncan,1953-03-16,Love Takes Time,Contemporary Christian,1999-01-01,No
Bryan Duncan,1953-03-16,Joyride,Contemporary Christian,2000-01-01,No
Bryan White,1974-02-17,Bryan White,Country,1994-10-11,No
Bryan White,1974-02-17,Between Now And Forever,Country,1996-03-26,No
Bryan White,1974-02-17,The Right Place,Country,1997-09-23,No
Bryan White,1974-02-17,How Lucky I Am,Country,1999-08-24,No
Bryan White,1974-02-17,Dreaming Of Christmas,Country,1999-10-26,No
Bryan White,1974-02-17,Greatest Hits,Country,2000-10-31,No
Brädi,1979-04-09,Repullinen Hiittiä,Hip Hop,2010-05-12,No
Brädi,1979-04-09,Näis Kengis,Hip Hop,2012-12-07,No
Brädi,1979-04-09,III,Hip Hop,2014-05-16,No
BT,1971-10-04,Ima,Trance,1995-10-09,No
BT,1971-10-04,ESCM,Trance,1997-01-01,No
BT,1971-10-04,Movement In Still Life,Trance,2000-06-19,No
BT,1971-10-04,Emotional Technology,Trance,2003-01-01,No
BT,1971-10-04,This Binary Universe,Trance,2006-08-29,No
BT,1971-10-04,These Hopeful Machines,Trance,2010-01-31,No
BT,1971-10-04,If the Stars are Eternal So are You and I,Electronica,2012-05-11,No
BT,1971-10-04,Morceau Subrosa,Ambient,2012-06-19,No
BT,1971-10-04,A Song Across Wires,Trance,2013-08-16,No
Bubba Sparxxx,1977-03-06,"Dark Days, Bright Nights",Hip Hop,2000-04-18,No
Bubba Sparxxx,1977-03-06,Deliverance,Hip Hop,2003-09-16,No
Bubba Sparxxx,1977-03-06,The Charm,Hip Hop,2006-04-04,No
Bubba Sparxxx,1977-03-06,Pain Management,Hip Hop,2013-10-15,No
Buck 65,1972-03-04,Vertex,Hip Hop,1997-01-01,No
Buck 65,1972-03-04,Man Overboard,Alternative Hip Hop,2002-10-08,No
Buck 65,1972-03-04,Synesthesia,Alternative Hip Hop,2001-01-01,No
Buck 65,1972-03-04,Square,Hip Hop,2002-01-01,No
Buck 65,1972-03-04,Talkin' Honky Blues,Alternative Hip Hop,2003-09-08,No
Buck 65,1972-03-04,Secret House Against The World,Hip Hop,2005-07-01,No
Josh Todd,1971-04-04,Buckcherry,Hard Rock,1999-04-06,Yes
Kelly LeMieux,1967-04-07,Buckcherry,Hard Rock,1999-04-06,Yes
Josh Todd,1971-04-04,Time Bomb,Hard Rock,2001-01-01,Yes
Kelly LeMieux,1967-04-07,Time Bomb,Hard Rock,2001-01-01,Yes
Josh Todd,1971-04-04,15,Hard Rock,2006-11-29,Yes
Kelly LeMieux,1967-04-07,15,Hard Rock,2006-11-29,Yes
Josh Todd,1971-04-04,Black Butterfly,Hard Rock,2008-09-16,Yes
Kelly LeMieux,1967-04-07,Black Butterfly,Hard Rock,2008-09-16,Yes
Josh Todd,1971-04-04,All Night Long,Hard Rock,2010-08-03,Yes
Kelly LeMieux,1967-04-07,All Night Long,Hard Rock,2010-08-03,Yes
今井寿,1965-10-21,悪の華,Rock,1990-02-01,Yes
櫻井敦司,1966-03-07,悪の華,Rock,1990-02-01,Yes
今井寿,1965-10-21,狂った太陽,Rock,2007-09-05,Yes
櫻井敦司,1966-03-07,狂った太陽,Rock,2007-09-05,Yes
今井寿,1965-10-21,十三階は月光,Gothic Rock,2005-04-06,Yes
櫻井敦司,1966-03-07,十三階は月光,Gothic Rock,2005-04-06,Yes
