Nom de l'artiste,Date d'anniversaire,Titre,Genre,Date de sortie,Groupe
Dave “The Snake” Sabo,1964-09-16,"100,000 Bon Jovi Fans Can't Be Wrong...",Hard Rock,2004-11-16,Yes
Alec John Such,1951-11-14,"100,000 Bon Jovi Fans Can't Be Wrong...",Hard Rock,2004-11-16,Yes
Tico Torres,1953-10-07,"100,000 Bon Jovi Fans Can't Be Wrong...",Hard Rock,2004-11-16,Yes
David Bryan,1962-02-07,"100,000 Bon Jovi Fans Can't Be Wrong...",Hard Rock,2004-11-16,Yes
Jon Bon Jovi,1962-03-02,Have A Nice Day,Rock,2005-09-01,Yes
Richie Sambora,1959-07-11,Have A Nice Day,Rock,2005-09-01,Yes
Dave “The Snake” Sabo,1964-09-16,Have A Nice Day,Rock,2005-09-01,Yes
Alec John Such,1951-11-14,Have A Nice Day,Rock,2005-09-01,Yes
Tico Torres,1953-10-07,Have A Nice Day,Rock,2005-09-01,Yes
David Bryan,1962-02-07,Have A Nice Day,Rock,2005-09-01,Yes
Jon Bon Jovi,1962-03-02,Lost Highway,Country,2007-01-01,Yes
Richie Sambora,1959-07-11,Lost Highway,Country,2007-01-01,Yes
Dave “The Snake” Sabo,1964-09-16,Lost Highway,Country,2007-01-01,Yes
Alec John Such,1951-11-14,Lost Highway,Country,2007-01-01,Yes
Tico Torres,1953-10-07,Lost Highway,Country,2007-01-01,Yes
David Bryan,1962-02-07,Lost Highway,Country,2007-01-01,Yes
Jon Bon Jovi,1962-03-02,The Circle,Hard Rock,2009-11-02,Yes
Richie Sambora,1959-07-11,The Circle,Hard Rock,2009-11-02,Yes
Dave “The Snake” Sabo,1964-09-16,The Circle,Hard Rock,2009-11-02,Yes
Alec John Such,1951-11-14,The Circle,Hard Rock,2009-11-02,Yes
Tico Torres,1953-10-07,The Circle,Hard Rock,2009-11-02,Yes
David Bryan,1962-02-07,The Circle,Hard Rock,2009-11-02,Yes
Jon Bon Jovi,1962-03-02,Greatest Hits,Rock,2008-01-01,Yes
Richie Sambora,1959-07-11,Greatest Hits,Rock,2008-01-01,Yes
Dave “The Snake” Sabo,1964-09-16,Greatest Hits,Rock,2008-01-01,Yes
Alec John Such,1951-11-14,Greatest Hits,Rock,2008-01-01,Yes
Tico Torres,1953-10-07,Greatest Hits,Rock,2008-01-01,Yes
David Bryan,1962-02-07,Greatest Hits,Rock,2008-01-01,Yes
Jon Bon Jovi,1962-03-02,What About Now,Hard Rock,2013-03-11,Yes
Richie Sambora,1959-07-11,What About Now,Hard Rock,2013-03-11,Yes
Dave “The Snake” Sabo,1964-09-16,What About Now,Hard Rock,2013-03-11,Yes
Alec John Such,1951-11-14,What About Now,Hard Rock,2013-03-11,Yes
Tico Torres,1953-10-07,What About Now,Hard Rock,2013-03-11,Yes
David Bryan,1962-02-07,What About Now,Hard Rock,2013-03-11,Yes
Flesh-N-Bone,1973-06-10,E. 1999 Eternal,Hip Hop,1998-11-24,Yes
Layzie Bone,1977-09-23,E. 1999 Eternal,Hip Hop,1998-11-24,Yes
Krayzie Bone,1973-06-17,E. 1999 Eternal,Hip Hop,1998-11-24,Yes
Bizzy Bone,1976-09-12,E. 1999 Eternal,Hip Hop,1998-11-24,Yes
Flesh-N-Bone,1973-06-10,The Art Of War,Hip Hop,1997-08-05,Yes
Layzie Bone,1977-09-23,The Art Of War,Hip Hop,1997-08-05,Yes
Krayzie Bone,1973-06-17,The Art Of War,Hip Hop,1997-08-05,Yes
Bizzy Bone,1976-09-12,The Art Of War,Hip Hop,1997-08-05,Yes
Flesh-N-Bone,1973-06-10,"The Collection, Vol. 1",Hip Hop,1998-11-24,Yes
Layzie Bone,1977-09-23,"The Collection, Vol. 1",Hip Hop,1998-11-24,Yes
Krayzie Bone,1973-06-17,"The Collection, Vol. 1",Hip Hop,1998-11-24,Yes
Bizzy Bone,1976-09-12,"The Collection, Vol. 1",Hip Hop,1998-11-24,Yes
Flesh-N-Bone,1973-06-10,BTNHResurrection,Hip Hop,2000-02-29,Yes
Layzie Bone,1977-09-23,BTNHResurrection,Hip Hop,2000-02-29,Yes
Krayzie Bone,1973-06-17,BTNHResurrection,Hip Hop,2000-02-29,Yes
Bizzy Bone,1976-09-12,BTNHResurrection,Hip Hop,2000-02-29,Yes
Flesh-N-Bone,1973-06-10,Thug World Order,Hip Hop,2002-10-29,Yes
Layzie Bone,1977-09-23,Thug World Order,Hip Hop,2002-10-29,Yes
Krayzie Bone,1973-06-17,Thug World Order,Hip Hop,2002-10-29,Yes
Bizzy Bone,1976-09-12,Thug World Order,Hip Hop,2002-10-29,Yes
Flesh-N-Bone,1973-06-10,Thug Stories,Hip Hop,2006-09-19,Yes
Layzie Bone,1977-09-23,Thug Stories,Hip Hop,2006-09-19,Yes
Krayzie Bone,1973-06-17,Thug Stories,Hip Hop,2006-09-19,Yes
Bizzy Bone,1976-09-12,Thug Stories,Hip Hop,2006-09-19,Yes
Flesh-N-Bone,1973-06-10,Strength & Loyalty,Hip Hop,2007-05-08,Yes
Layzie Bone,1977-09-23,Strength & Loyalty,Hip Hop,2007-05-08,Yes
Krayzie Bone,1973-06-17,Strength & Loyalty,Hip Hop,2007-05-08,Yes
Bizzy Bone,1976-09-12,Strength & Loyalty,Hip Hop,2007-05-08,Yes
Flesh-N-Bone,1973-06-10,T.H.U.G.S.,Hip Hop,2007-11-13,Yes
Layzie Bone,1977-09-23,T.H.U.G.S.,Hip Hop,2007-11-13,Yes
Krayzie Bone,1973-06-17,T.H.U.G.S.,Hip Hop,2007-11-13,Yes
Bizzy Bone,1976-09-12,T.H.U.G.S.,Hip Hop,2007-11-13,Yes
Flesh-N-Bone,1973-06-10,Uni5,Hip Hop,2010-05-04,Yes
Layzie Bone,1977-09-23,Uni5,Hip Hop,2010-05-04,Yes
Krayzie Bone,1973-06-17,Uni5,Hip Hop,2010-05-04,Yes
Bizzy Bone,1976-09-12,Uni5,Hip Hop,2010-05-04,Yes
Claudja Barry,1952,Take The Heat Off Me,Disco,1976-06-28,Yes
Frank Farian,1941-07-18,Take The Heat Off Me,Disco,1976-06-28,Yes
Claudja Barry,1952,Love For Sale,Disco,1994-01-01,Yes
Frank Farian,1941-07-18,Love For Sale,Disco,1994-01-01,Yes
Claudja Barry,1952,Nightflight To Venus,Disco,1978-06-26,Yes
Frank Farian,1941-07-18,Nightflight To Venus,Disco,1978-06-26,Yes
Claudja Barry,1952,Oceans Of Fantasy,Disco,1979-01-01,Yes
Frank Farian,1941-07-18,Oceans Of Fantasy,Disco,1979-01-01,Yes
Claudja Barry,1952,Christmas Album,Christmas,1981-01-01,Yes
Frank Farian,1941-07-18,Christmas Album,Christmas,1981-01-01,Yes
Claudja Barry,1952,Ten Thousand Lightyears,Pop,1984-01-01,Yes
Frank Farian,1941-07-18,Ten Thousand Lightyears,Pop,1984-01-01,Yes
Claudja Barry,1952,Kalimba De Luna - 16 Happy Songs,Pop,1984-01-01,Yes
Frank Farian,1941-07-18,Kalimba De Luna - 16 Happy Songs,Pop,1984-01-01,Yes
Claudja Barry,1952,Eye Dance,Pop,1994-01-01,Yes
Frank Farian,1941-07-18,Eye Dance,Pop,1994-01-01,Yes
Claudja Barry,1952,More Gold: 20 Super Hits Vol. II,Disco,1993-01-01,Yes
Frank Farian,1941-07-18,More Gold: 20 Super Hits Vol. II,Disco,1993-01-01,Yes
Bonnie 'Prince' Billy,1970-12-24,Black Dissimulation,Indie Folk,1998-01-01,No
Bonnie 'Prince' Billy,1970-12-24,Blue Lotus Feet,Indie Folk,1998-11-30,No
Bonnie 'Prince' Billy,1970-12-24,I See A Darkness,Indie Folk,1999-01-19,No
Bonnie 'Prince' Billy,1970-12-24,Let's Start A Family,Indie Folk,1999-06-22,No
Bonnie 'Prince' Billy,1970-12-24,Ease Down The Road,Indie Folk,2001-03-12,No
Bonnie 'Prince' Billy,1970-12-24,Master And Everyone,Indie Folk,2003-01-27,No
Bonnie 'Prince' Billy,1970-12-24,Sings Greatest Palace Music,Indie Folk,2004-03-22,No
Bonnie 'Prince' Billy,1970-12-24,Superwolf,Indie Folk,2005-01-07,No
Bonnie 'Prince' Billy,1970-12-24,The Letting Go,Indie Folk,2006-09-19,No
Bonnie 'Prince' Billy,1970-12-24,Little Lost Blues,Indie Folk,2006-09-19,No
Bonnie 'Prince' Billy,1970-12-24,Ask Forgiveness,Indie Folk,2007-11-19,No
Bonnie 'Prince' Billy,1970-12-24,Lie Down In The Light,Indie Folk,2008-05-19,No
Bonnie 'Prince' Billy,1970-12-24,Beware,Indie Folk,2009-03-17,No
Bonnie Bianco,1963-08-19,Cenerentola '80,Pop,1987-01-01,No
Bonnie Bianco,1963-08-19,Just Me,Pop,1987-01-01,No
Bonnie Bianco,1963-08-19,Lonely Is The Night,Pop,1990-01-01,No
Bonnie McKee,1984-01-20,Trouble,Pop,2004-09-28,No
Bonnie McKee,1984-01-20,Bombastic,Pop,2015-06-30,No
Bonnie Raitt,1949-11-08,Bonnie Raitt,Rock,1971-01-01,No
Bonnie Raitt,1949-11-08,Give It Up,Rock,1972-09-01,No
Bonnie Raitt,1949-11-08,Takin' My Time,Rock,1973-01-01,No
Bonnie Raitt,1949-11-08,Streetlights,Rock,1974-01-01,No
Bonnie Raitt,1949-11-08,Home Plate,Rock,1975-01-01,No
Bonnie Raitt,1949-11-08,Sweet Forgiveness,Rock,1977-04-01,No
Bonnie Raitt,1949-11-08,The Glow,Rock,1979-01-01,No
Bonnie Raitt,1949-11-08,Green Light,Rock,1982-01-01,No
Bonnie Raitt,1949-11-08,Nine Lives,Rock,1986-01-01,No
Bonnie Raitt,1949-11-08,Nick Of Time,Rock,1989-03-21,No
Bonnie Raitt,1949-11-08,Luck Of The Draw,Blues Rock,1991-06-25,No
Bonnie Raitt,1949-11-08,Longing In Their Hearts,Blues Rock,1994-03-14,No
Bonnie Raitt,1949-11-08,Road Tested,Blues Rock,1995-11-16,No
Bonnie Raitt,1949-11-08,Fundamental,Rock,1998-04-07,No
Bonnie Raitt,1949-11-08,Silver Lining,Rock,2002-04-09,No
Bonnie Raitt,1949-11-08,The Best Of Bonnie Raitt,Rock,2003-05-12,No
Bonnie Raitt,1949-11-08,Souls Alike,Rock,2005-09-13,No
Bonnie Raitt,1949-11-08,Bonnie Raitt And Friends,Rock,2006-08-15,No
Bonnie Raitt,1949-11-08,Slipstream,Blues,2012-04-10,No
Bonnie Owens,1929-10-01,Hi-Fi To Cry By,Country,1969-01-01,No
Bonnie Tyler,1951-06-08,The World Starts Tonight,Rock,1977-01-01,No
Bonnie Tyler,1951-06-08,It's A Heartache,Rock,1978-01-01,No
Bonnie Tyler,1951-06-08,Diamond Cut,Rock,1979-01-01,No
Bonnie Tyler,1951-06-08,Goodbye To The Island,Rock,1981-01-01,No
Bonnie Tyler,1951-06-08,Faster Than The Speed Of Night,Rock,1983-01-01,No
Bonnie Tyler,1951-06-08,Secret Dreams And Forbidden Fire,Rock,1986-01-01,No
Bonnie Tyler,1951-06-08,Hide Your Heart,Pop,1988-01-01,No
Bonnie Tyler,1951-06-08,Bitterblue,Pop Rock,1991-11-11,No
Bonnie Tyler,1951-06-08,Angel Heart,Rock,1992-10-05,No
Bonnie Tyler,1951-06-08,The Very Best Of Bonnie Tyler,Pop Rock,1993-01-01,No
Bonnie Tyler,1951-06-08,Silhouette In Red,Pop Rock,1993-01-01,No
Bonnie Tyler,1951-06-08,Comeback: Single Collection '90-'94,Pop Rock,1994-01-01,No
Bonnie Tyler,1951-06-08,Free Spirit,Pop Rock,1996-03-26,No
Bonnie Tyler,1951-06-08,All In One Voice,Pop Rock,1999-12-28,No
Bonnie Tyler,1951-06-08,Greatest Hits,Pop Rock,2001-07-02,No
Bonnie Tyler,1951-06-08,Heart Strings,Pop Rock,2003-03-18,No
Bonnie Tyler,1951-06-08,Simply Believe,Pop Rock,2004-04-13,No
Bonnie Tyler,1951-06-08,Wings,Pop Rock,2005-11-11,No
Bonnie Tyler,1951-06-08,Rocks And Honey,Rock,2013-03-08,No
Bonobo,1976-03-30,Animal Magic,Electronica,2001-11-11,No
Bonobo,1976-03-30,Dial %22M%22 For Monkey,Electronica,2003-06-09,No
Bonobo,1976-03-30,It Came From The Sea,Electronica,2005-09-30,No
Bonobo,1976-03-30,Days To Come,Electronica,2006-10-02,No
Bonobo,1976-03-30,Black Sands,Electronic,2010-03-29,No
Booba,1976-12-09,Temps Mort,French Hip Hop,2002-01-01,No
Booba,1976-12-09,Panthéon,French Hip Hop,2004-01-01,No
Booba,1976-12-09,Ouest Side,French Hip Hop,2006-01-01,No
Booba,1976-12-09,0.9,French Hip Hop,2008-11-24,No
Booba,1976-12-09,Lunatic,French Hip Hop,2010-11-22,No
Booba,1976-12-09,Futur,French Hip Hop,2012-11-26,No
D-Nice,1970-06-19,Criminal Minded,East Coast Hip Hop,1987-01-01,Yes
KRS-One,1965-08-20,Criminal Minded,East Coast Hip Hop,1987-01-01,Yes
DJ Scott La Rock,1962-03-02,Criminal Minded,East Coast Hip Hop,1987-01-01,Yes
D-Nice,1970-06-19,By All Means Necessary,East Coast Hip Hop,1988-05-31,Yes
KRS-One,1965-08-20,By All Means Necessary,East Coast Hip Hop,1988-05-31,Yes
DJ Scott La Rock,1962-03-02,By All Means Necessary,East Coast Hip Hop,1988-05-31,Yes
D-Nice,1970-06-19,Ghetto Music: The Blueprint Of Hip Hop,East Coast Hip Hop,1989-01-01,Yes
KRS-One,1965-08-20,Ghetto Music: The Blueprint Of Hip Hop,East Coast Hip Hop,1989-01-01,Yes
DJ Scott La Rock,1962-03-02,Ghetto Music: The Blueprint Of Hip Hop,East Coast Hip Hop,1989-01-01,Yes
D-Nice,1970-06-19,Edutainment,East Coast Hip Hop,1990-07-17,Yes
KRS-One,1965-08-20,Edutainment,East Coast Hip Hop,1990-07-17,Yes
DJ Scott La Rock,1962-03-02,Edutainment,East Coast Hip Hop,1990-07-17,Yes
D-Nice,1970-06-19,Live Hardcore Worldwide,East Coast Hip Hop,1991-03-12,Yes
KRS-One,1965-08-20,Live Hardcore Worldwide,East Coast Hip Hop,1991-03-12,Yes
DJ Scott La Rock,1962-03-02,Live Hardcore Worldwide,East Coast Hip Hop,1991-03-12,Yes
D-Nice,1970-06-19,Sex & Violence,East Coast Hip Hop,1992-01-01,Yes
KRS-One,1965-08-20,Sex & Violence,East Coast Hip Hop,1992-01-01,Yes
DJ Scott La Rock,1962-03-02,Sex & Violence,East Coast Hip Hop,1992-01-01,Yes
D-Nice,1970-06-19,Man & His Music,East Coast Hip Hop,1997-01-01,Yes
KRS-One,1965-08-20,Man & His Music,East Coast Hip Hop,1997-01-01,Yes
DJ Scott La Rock,1962-03-02,Man & His Music,East Coast Hip Hop,1997-01-01,Yes
Booker T. Jones,1944-11-12,Potato Hole,Rock,2009-04-20,No
Bootsy Collins,1951-10-26,Ultra Wave,Funk,1996-01-01,No
Bootsy Collins,1951-10-26,"The One Giveth, The Count Taketh Away",Funk,1996-01-01,No
Bootsy Collins,1951-10-26,Bootsy? Player Of The Year,Funk,1998-04-28,No
Bootsy Collins,1951-10-26,Play With Bootsy,Funk,2002-01-01,No
Andreas Hedlund,1973-11-17,The Olden Domain,Black Metal,1997-08-18,Yes
Lazare,1976-05-13,The Olden Domain,Black Metal,1997-08-18,Yes
Ivar Bjørnson,1977-01-01,The Olden Domain,Black Metal,1997-08-18,Yes
Ivar Bjørnson,1977-11-27,The Olden Domain,Black Metal,1997-08-18,Yes
Asgeir Mickelson,1969-09-30,The Olden Domain,Black Metal,1997-08-18,Yes
ICS Vortex,1974-03-04,The Olden Domain,Black Metal,1997-08-18,Yes
Tyr,1972-06-22,The Olden Domain,Black Metal,1997-08-18,Yes
Tyr,1972-06-22,The Olden Domain,Black Metal,1997-08-18,Yes
ICS Vortex,1974-03-04,The Olden Domain,Black Metal,1997-08-18,Yes
Andreas Hedlund,1973-11-17,Universal,Progressive Metal,2010-02-22,Yes
Lazare,1976-05-13,Universal,Progressive Metal,2010-02-22,Yes
Ivar Bjørnson,1977-01-01,Universal,Progressive Metal,2010-02-22,Yes
Ivar Bjørnson,1977-11-27,Universal,Progressive Metal,2010-02-22,Yes
Asgeir Mickelson,1969-09-30,Universal,Progressive Metal,2010-02-22,Yes
ICS Vortex,1974-03-04,Universal,Progressive Metal,2010-02-22,Yes
Tyr,1972-06-22,Universal,Progressive Metal,2010-02-22,Yes
Tyr,1972-06-22,Universal,Progressive Metal,2010-02-22,Yes
ICS Vortex,1974-03-04,Universal,Progressive Metal,2010-02-22,Yes
Andreas Hedlund,1973-11-17,Urd,Progressive Metal,2012-03-26,Yes
Lazare,1976-05-13,Urd,Progressive Metal,2012-03-26,Yes
Ivar Bjørnson,1977-01-01,Urd,Progressive Metal,2012-03-26,Yes
Ivar Bjørnson,1977-11-27,Urd,Progressive Metal,2012-03-26,Yes
Asgeir Mickelson,1969-09-30,Urd,Progressive Metal,2012-03-26,Yes
ICS Vortex,1974-03-04,Urd,Progressive Metal,2012-03-26,Yes
Tyr,1972-06-22,Urd,Progressive Metal,2012-03-26,Yes
Tyr,1972-06-22,Urd,Progressive Metal,2012-03-26,Yes
ICS Vortex,1974-03-04,Urd,Progressive Metal,2012-03-26,Yes
Boris Vian,1920-03-10,Chansons Possibles Et Impossibles,Chanson,1956-01-01,No
Boris Vian,1920-03-10,Boris Vian Chante Boris Vian,Chanson,2004-01-01,No
Bosse,1980-02-22,Taxi,Indie Rock,2009-02-06,No
Bosse,1980-02-22,Wartesaal,Indie Rock,2011-02-25,No
Bosse,1980-02-22,Kraniche,Rock,2013-03-08,No
Barry Goudreau,1951-11-29,Boston,Rock,1976-09-01,Yes
Michael Sweet,1963-07-04,Boston,Rock,1976-09-01,Yes
Fran Cosmo,1956-10-17,Boston,Rock,1976-09-01,Yes
Sib Hashian,1949-08-17,Boston,Rock,1976-09-01,Yes
Tommy DeCarlo,1965-04-23,Boston,Rock,1976-09-01,Yes
Jeff Neal,1969-06-15,Boston,Rock,1976-09-01,Yes
Gary Pihl,1950-11-21,Boston,Rock,1976-09-01,Yes
Brad Delp,1951-06-12,Boston,Rock,1976-09-01,Yes
Brad Delp,1951-06-12,Boston,Rock,1976-09-01,Yes
Fran Sheehan,1949-03-26,Boston,Rock,1976-09-01,Yes
Tom Scholz,1947-01-01,Boston,Rock,1976-09-01,Yes
Barry Goudreau,1951-11-29,Don't Look Back,Rock,1978-01-01,Yes
Michael Sweet,1963-07-04,Don't Look Back,Rock,1978-01-01,Yes
Fran Cosmo,1956-10-17,Don't Look Back,Rock,1978-01-01,Yes
Sib Hashian,1949-08-17,Don't Look Back,Rock,1978-01-01,Yes
Tommy DeCarlo,1965-04-23,Don't Look Back,Rock,1978-01-01,Yes
Jeff Neal,1969-06-15,Don't Look Back,Rock,1978-01-01,Yes
Gary Pihl,1950-11-21,Don't Look Back,Rock,1978-01-01,Yes
Brad Delp,1951-06-12,Don't Look Back,Rock,1978-01-01,Yes
Brad Delp,1951-06-12,Don't Look Back,Rock,1978-01-01,Yes
Fran Sheehan,1949-03-26,Don't Look Back,Rock,1978-01-01,Yes
Tom Scholz,1947-01-01,Don't Look Back,Rock,1978-01-01,Yes
Barry Goudreau,1951-11-29,Third Stage,Rock,1986-10-01,Yes
Michael Sweet,1963-07-04,Third Stage,Rock,1986-10-01,Yes
Fran Cosmo,1956-10-17,Third Stage,Rock,1986-10-01,Yes
Sib Hashian,1949-08-17,Third Stage,Rock,1986-10-01,Yes
Tommy DeCarlo,1965-04-23,Third Stage,Rock,1986-10-01,Yes
Jeff Neal,1969-06-15,Third Stage,Rock,1986-10-01,Yes
Gary Pihl,1950-11-21,Third Stage,Rock,1986-10-01,Yes
Brad Delp,1951-06-12,Third Stage,Rock,1986-10-01,Yes
Brad Delp,1951-06-12,Third Stage,Rock,1986-10-01,Yes
Fran Sheehan,1949-03-26,Third Stage,Rock,1986-10-01,Yes
Tom Scholz,1947-01-01,Third Stage,Rock,1986-10-01,Yes
Barry Goudreau,1951-11-29,Walk On,Rock,1994-06-07,Yes
Michael Sweet,1963-07-04,Walk On,Rock,1994-06-07,Yes
Fran Cosmo,1956-10-17,Walk On,Rock,1994-06-07,Yes
Sib Hashian,1949-08-17,Walk On,Rock,1994-06-07,Yes
Tommy DeCarlo,1965-04-23,Walk On,Rock,1994-06-07,Yes
Jeff Neal,1969-06-15,Walk On,Rock,1994-06-07,Yes
Gary Pihl,1950-11-21,Walk On,Rock,1994-06-07,Yes
Brad Delp,1951-06-12,Walk On,Rock,1994-06-07,Yes
Brad Delp,1951-06-12,Walk On,Rock,1994-06-07,Yes
Fran Sheehan,1949-03-26,Walk On,Rock,1994-06-07,Yes
Tom Scholz,1947-01-01,Walk On,Rock,1994-06-07,Yes
Barry Goudreau,1951-11-29,Greatest Hits,Rock,1997-01-01,Yes
Michael Sweet,1963-07-04,Greatest Hits,Rock,1997-01-01,Yes
Fran Cosmo,1956-10-17,Greatest Hits,Rock,1997-01-01,Yes
Sib Hashian,1949-08-17,Greatest Hits,Rock,1997-01-01,Yes
Tommy DeCarlo,1965-04-23,Greatest Hits,Rock,1997-01-01,Yes
Jeff Neal,1969-06-15,Greatest Hits,Rock,1997-01-01,Yes
Gary Pihl,1950-11-21,Greatest Hits,Rock,1997-01-01,Yes
Brad Delp,1951-06-12,Greatest Hits,Rock,1997-01-01,Yes
Brad Delp,1951-06-12,Greatest Hits,Rock,1997-01-01,Yes
Fran Sheehan,1949-03-26,Greatest Hits,Rock,1997-01-01,Yes
Tom Scholz,1947-01-01,Greatest Hits,Rock,1997-01-01,Yes
Barry Goudreau,1951-11-29,Corporate America,Rock,2002-01-01,Yes
Michael Sweet,1963-07-04,Corporate America,Rock,2002-01-01,Yes
Fran Cosmo,1956-10-17,Corporate America,Rock,2002-01-01,Yes
Sib Hashian,1949-08-17,Corporate America,Rock,2002-01-01,Yes
Tommy DeCarlo,1965-04-23,Corporate America,Rock,2002-01-01,Yes
Jeff Neal,1969-06-15,Corporate America,Rock,2002-01-01,Yes
Gary Pihl,1950-11-21,Corporate America,Rock,2002-01-01,Yes
Brad Delp,1951-06-12,Corporate America,Rock,2002-01-01,Yes
Brad Delp,1951-06-12,Corporate America,Rock,2002-01-01,Yes
Fran Sheehan,1949-03-26,Corporate America,Rock,2002-01-01,Yes
Tom Scholz,1947-01-01,Corporate America,Rock,2002-01-01,Yes
Barry Goudreau,1951-11-29,"Life, Love & Hope",Hard Rock,2013-12-03,Yes
Michael Sweet,1963-07-04,"Life, Love & Hope",Hard Rock,2013-12-03,Yes
Fran Cosmo,1956-10-17,"Life, Love & Hope",Hard Rock,2013-12-03,Yes
Sib Hashian,1949-08-17,"Life, Love & Hope",Hard Rock,2013-12-03,Yes
Tommy DeCarlo,1965-04-23,"Life, Love & Hope",Hard Rock,2013-12-03,Yes
Jeff Neal,1969-06-15,"Life, Love & Hope",Hard Rock,2013-12-03,Yes
Gary Pihl,1950-11-21,"Life, Love & Hope",Hard Rock,2013-12-03,Yes
Brad Delp,1951-06-12,"Life, Love & Hope",Hard Rock,2013-12-03,Yes
Brad Delp,1951-06-12,"Life, Love & Hope",Hard Rock,2013-12-03,Yes
Fran Sheehan,1949-03-26,"Life, Love & Hope",Hard Rock,2013-12-03,Yes
Tom Scholz,1947-01-01,"Life, Love & Hope",Hard Rock,2013-12-03,Yes
Bosson,1975-02-21,The Right Time,Pop,1999-01-27,No
Bosson,1975-02-21,One In A Million,Pop,2001-10-22,No
Bosson,1975-02-21,RockStar,Pop,2003-11-05,No
Bosson,1975-02-21,"Future's Gone Tomorrow, Life Is Here Today",Pop,2007-06-11,No
Boudewijn De Groot,1944-05-20,Picknick,Folk,1967-01-22,No
Boudewijn De Groot,1944-05-20,Het Beste Van Boudewijn De Groot,Singer-Songwriter,1990-01-01,No
Annabella Lwin,1966-10-31,"See Jungle! See Jungle! Go Join Your Gang, Yeah, City All Over! Go Ape Crazy!",New Wave,1981-01-01,Yes
Dave Barbarossa,1961-01-01,"See Jungle! See Jungle! Go Join Your Gang, Yeah, City All Over! Go Ape Crazy!",New Wave,1981-01-01,Yes
Leigh Gorman,1961-01-01,"See Jungle! See Jungle! Go Join Your Gang, Yeah, City All Over! Go Ape Crazy!",New Wave,1981-01-01,Yes
Matthew Ashman,1960-11-03,"See Jungle! See Jungle! Go Join Your Gang, Yeah, City All Over! Go Ape Crazy!",New Wave,1981-01-01,Yes
Annabella Lwin,1966-10-31,The Last Of The Mohicans,Pop Rock,1982-05-01,Yes
Dave Barbarossa,1961-01-01,The Last Of The Mohicans,Pop Rock,1982-05-01,Yes
Leigh Gorman,1961-01-01,The Last Of The Mohicans,Pop Rock,1982-05-01,Yes
Matthew Ashman,1960-11-03,The Last Of The Mohicans,Pop Rock,1982-05-01,Yes
Annabella Lwin,1966-10-31,When The Going Gets Tough The Tough Get Going,New Wave,1983-01-01,Yes
Dave Barbarossa,1961-01-01,When The Going Gets Tough The Tough Get Going,New Wave,1983-01-01,Yes
Leigh Gorman,1961-01-01,When The Going Gets Tough The Tough Get Going,New Wave,1983-01-01,Yes
Matthew Ashman,1960-11-03,When The Going Gets Tough The Tough Get Going,New Wave,1983-01-01,Yes
Shannon Rubicam,1951-10-11,Boy Meets Girl,Pop,1985-01-01,Yes
George Merrill,1957-08-28,Boy Meets Girl,Pop,1985-01-01,Yes
Shannon Rubicam,1951-10-11,Reel Life,Pop,1988-01-01,Yes
George Merrill,1957-08-28,Reel Life,Pop,1988-01-01,Yes
Boy George,1961-06-14,Sold,Pop Rock,1987-06-01,No
Boy George,1961-06-14,Tense Nervous Headache,Soul,1988-01-01,No
Boy George,1961-06-14,Boyfriend,Dance,1989-01-01,No
Boy George,1961-06-14,The Martyr Mantras,House,1991-01-01,No
Boy George,1961-06-14,Cheapness And Beauty,Punk Rock,1995-01-01,No
Boy George,1961-06-14,U Can Never B2 Straight,Acoustic,2002-01-01,No
Boy George,1961-06-14,Ordinary Alien,Dance,2010-10-08,No
Marc Nelson,1971-01-23,Cooleyhighharmony,R&amp;B,1993-01-01,Yes
Shawn Stockman,1972-09-26,Cooleyhighharmony,R&amp;B,1993-01-01,Yes
Nathan Morris,1971-06-18,Cooleyhighharmony,R&amp;B,1993-01-01,Yes
Wanya Morris,1973-07-29,Cooleyhighharmony,R&amp;B,1993-01-01,Yes
Marc Nelson,1971-01-23,Christmas Interpretations,Christmas,1993-10-05,Yes
Shawn Stockman,1972-09-26,Christmas Interpretations,Christmas,1993-10-05,Yes
Nathan Morris,1971-06-18,Christmas Interpretations,Christmas,1993-10-05,Yes
Wanya Morris,1973-07-29,Christmas Interpretations,Christmas,1993-10-05,Yes
Marc Nelson,1971-01-23,II,R&amp;B,1994-08-30,Yes
Shawn Stockman,1972-09-26,II,R&amp;B,1994-08-30,Yes
Nathan Morris,1971-06-18,II,R&amp;B,1994-08-30,Yes
Wanya Morris,1973-07-29,II,R&amp;B,1994-08-30,Yes
Marc Nelson,1971-01-23,The Remix Collection,R&amp;B,1995-11-07,Yes
Shawn Stockman,1972-09-26,The Remix Collection,R&amp;B,1995-11-07,Yes
Nathan Morris,1971-06-18,The Remix Collection,R&amp;B,1995-11-07,Yes
Wanya Morris,1973-07-29,The Remix Collection,R&amp;B,1995-11-07,Yes
Marc Nelson,1971-01-23,Evolution,R&amp;B,1997-09-23,Yes
Shawn Stockman,1972-09-26,Evolution,R&amp;B,1997-09-23,Yes
Nathan Morris,1971-06-18,Evolution,R&amp;B,1997-09-23,Yes
Wanya Morris,1973-07-29,Evolution,R&amp;B,1997-09-23,Yes
Marc Nelson,1971-01-23,Nathan Michael Shawn Wanya,R&amp;B,2000-09-12,Yes
Shawn Stockman,1972-09-26,Nathan Michael Shawn Wanya,R&amp;B,2000-09-12,Yes
