"city";"country";"nbArtists";"latitude";"longitude"
"vicksburg";"united states";"1";"42.12005";"-85.53278"
"walnut ridge";"united states";"1";"36.0684";"-90.95595"
"perry";"united states";"1";"42.82642";"-84.21941"
"apeldoorn";"netherlands";"1";"52.21";"5.96944"
"littlefield";"united states";"1";"33.91731";"-102.3249"
"savanna";"united states";"1";"42.09447";"-90.15679"
"west monroe";"united states";"1";"41.91393";"-83.4316"
"fortaleza";"brazil";"1";"-3.71722";"-38.54306"
"wildeshausen";"germany";"1";"52.89446";"8.43375"
"herford";"germany";"1";"52.11457";"8.67343"
"barrington";"united states";"1";"41.74066";"-71.30866"
"montrose";"united states";"1";"41.25232";"-73.93153"
"san luis obispo";"united states";"1";"35.28275";"-120.65962"
"maud";"united states";"1";"35.13036";"-96.77585"
"rathenow";"germany";"1";"52.60659";"12.33696"
"okemah";"united states";"1";"35.43259";"-96.30501"
"newhaven";"united kingdom";"1";"50.79693";"0.05545"
"karlstad";"sweden";"1";"59.3793";"13.50357"
"tours";"france";"1";"47.39484";"0.70398"
"nattheim";"germany";"1";"48.69963";"10.24209"
"roncocesi";"italy";"1";"44.73843";"10.57816"
"asheville";"united states";"1";"35.60095";"-82.55402"
"ocean city";"united states";"1";"39.27762";"-74.5746"
"bamako";"mali";"1";"12.65";"-8.0"
"slough";"united kingdom";"1";"51.50949";"-0.59541"
"vidor";"united states";"1";"30.1316";"-94.01545"
"fontana";"united states";"1";"34.09223";"-117.43505"
"mercer";"united states";"1";"41.227";"-80.23979"
"kitee";"finland";"1";"62.1";"30.15"
"porvoo";"finland";"1";"60.39233";"25.66507"
"petersburg";"united states";"1";"41.90116";"-83.71494"
"gronau";"germany";"1";"52.21099";"7.02238"
"usingen";"germany";"1";"50.33554";"8.53688"
"prüm";"germany";"1";"50.20785";"6.42019"
"milford";"united states";"1";"40.62837";"-87.69614"
"karlsruhe";"germany";"1";"49.00937";"8.40444"
"livingston";"united states";"1";"36.3834";"-85.32302"
"jefferson";"united states";"1";"39.36205";"-77.53165"
"harlow";"united kingdom";"1";"51.77655";"0.11158"
"prestwich";"united kingdom";"1";"53.53333";"-2.28333"
"san carlos";"chile";"1";"-36.42477";"-71.958"
"watford";"united kingdom";"1";"51.65531";"-0.39602"
"jaipur";"india";"1";"26.91962";"75.78781"
"aschersleben";"germany";"1";"51.75742";"11.46084"
"grenada";"united states";"1";"33.769";"-89.80842"
"lübeck";"germany";"1";"53.86893";"10.68729"
"bordeaux";"france";"1";"44.84044";"-0.5805"
"hampstead";"united states";"1";"39.60483";"-76.84998"
"porirua";"new zealand";"1";"-41.13333";"174.85"
"dundee";"united kingdom";"1";"56.46913";"-2.97489"
"budapest";"hungary";"1";"47.49835";"19.04045"
"limerick";"ireland";"1";"52.66472";"-8.62306"
"cheltenham";"united kingdom";"1";"51.90006";"-2.07972"
"perth amboy";"united states";"1";"40.50677";"-74.26542"
"fort recovery";"united states";"1";"40.41282";"-84.77635"
"elmhurst";"united states";"1";"40.73649";"-73.87791"
"south wentworthville";"australia";"1";"-33.8185";"150.96344"
"darby";"united states";"1";"39.91845";"-75.25907"
"teaneck";"united states";"1";"40.8976";"-74.01597"
"cordell";"united states";"1";"35.29061";"-98.98841"
"syosset";"united states";"1";"40.82621";"-73.50207"
"collingswood";"united states";"1";"39.91817";"-75.07128"
"great yarmouth";"united kingdom";"1";"52.60831";"1.73052"
"haverhill";"united states";"1";"42.7762";"-71.07728"
"ukiah";"united states";"1";"39.15017";"-123.20778"
"valinhos";"brazil";"1";"-22.97056";"-46.99583"
"alençon";"france";"1";"48.43476";"0.09311"
"straubing";"germany";"1";"48.88126";"12.57385"
"calais";"france";"1";"50.95194";"1.85635"
"batley";"united kingdom";"1";"53.70291";"-1.6337"
"mora";"sweden";"1";"61.00704";"14.54316"
"erlangen";"germany";"1";"49.59099";"11.00783"
"virginia beach";"united states";"1";"36.85293";"-75.97799"
"veracruz";"mexico";"1";"19.18095";"-96.1429"
"linton";"united states";"1";"39.03477";"-87.16585"
"youngstown";"united states";"1";"43.24728";"-79.05005"
"hinckley";"united kingdom";"1";"52.5389";"-1.37613"
"belzoni";"united states";"1";"33.18429";"-90.48926"
"palermo";"italy";"1";"38.1166";"13.3636"
"svidník";"slovakia";"1";"49.30819";"21.5703"
"stourport-on-severn";"united kingdom";"1";"52.33976";"-2.28034"
"aguadilla";"puerto rico";"1";"18.42745";"-67.15407"
"mikołów";"poland";"1";"50.17103";"18.9041"
"tampere";"finland";"1";"61.49911";"23.78712"
"dortmund";"germany";"1";"51.51494";"7.466"
"farnborough";"united kingdom";"1";"51.29424";"-0.75565"
"roxbury";"united states";"1";"43.24943";"-89.6754"
"logansport";"united states";"1";"31.97545";"-93.99797"
"scottsbluff";"united states";"1";"41.86663";"-103.66717"
"frederiksberg";"denmark";"1";"55.41618";"11.56934"
"stone mountain";"united states";"1";"33.80816";"-84.1702"
"ashford";"united kingdom";"1";"51.43173";"-0.45761"
"helena-west helena";"united states";"1";"34.5291";"-90.59"
"zachary";"united states";"1";"30.64852";"-91.1565"
"caledon";"canada";"1";"43.86544";"-79.99322"
"belford roxo";"brazil";"1";"-22.76417";"-43.39944"
"eureka";"united states";"1";"39.51271";"-115.96061"
"rutland";"united states";"1";"42.36954";"-71.94813"
"pickering";"canada";"1";"43.90012";"-79.13289"
"santa cruz";"united states";"1";"36.97412";"-122.0308"
"clearwater";"united states";"1";"37.5028";"-97.50449"
"boulogne-billancourt";"france";"1";"48.83545";"2.24128"
"sønderborg";"denmark";"1";"54.90896";"9.78917"
"grand prairie";"united states";"1";"32.74596";"-96.99778"
"espoo";"finland";"1";"60.2052";"24.6522"
"vaasa";"finland";"1";"63.096";"21.61577"
"denizli";"turkey";"1";"37.77417";"29.0875"
"bowling green";"united states";"1";"38.04958";"-77.34665"
"kennett";"united states";"1";"36.23618";"-90.05565"
"adelaide";"australia";"1";"-34.92866";"138.59863"
"guadalajara";"mexico";"1";"20.66682";"-103.39182"
"rimini";"italy";"1";"44.05755";"12.56528"
"tampa";"united states";"1";"27.94752";"-82.45843"
"sangre grande";"trinidad and tobago";"1";"10.58705";"-61.13008"
"ilpendam";"netherlands";"1";"52.46333";"4.95"
"dry ridge";"united states";"1";"38.68201";"-84.58994"
"west wickham";"united kingdom";"1";"51.36667";"-0.01667"
"dagenham";"united kingdom";"1";"51.55";"0.16667"
"wels";"austria";"1";"48.16667";"14.03333"
"hernando";"united states";"1";"34.82399";"-89.9937"
"maysville";"united states";"1";"34.25288";"-83.56155"
"black mountain";"united states";"1";"35.6179";"-82.32123"
"cachoeiro de itapemirim";"brazil";"1";"-20.84889";"-41.11278"
"beloit";"united states";"1";"39.45612";"-98.10616"
"highgate";"united kingdom";"1";"51.56565";"-0.15904"
"brecon";"united kingdom";"1";"51.94612";"-3.38887"
"great bookham";"united kingdom";"1";"51.27916";"-0.37423"
"steventon";"united kingdom";"1";"51.62473";"-1.32145"
"hillingdon";"united kingdom";"1";"51.53291";"-0.45293"
"nice";"france";"1";"43.70313";"7.26608"
"livonia";"united states";"1";"30.55908";"-91.55594"
"setúbal";"portugal";"1";"38.5244";"-8.8882"
"littleton";"united states";"1";"44.30617";"-71.77009"
"maynardville";"united states";"1";"36.25064";"-83.79741"
"bobingen";"germany";"1";"48.27091";"10.8339"
"ozark";"united states";"1";"31.45906";"-85.64049"
"vernon";"united states";"1";"33.75705";"-88.10892"
"brandenburg an der havel";"germany";"1";"52.41667";"12.55"
"wentorf bei hamburg";"germany";"1";"53.5";"10.25"
"cayce";"united states";"1";"33.96571";"-81.07398"
"scranton";"united states";"1";"41.40916";"-75.6649"
"arklow";"ireland";"1";"52.79443";"-6.14958"
"todmorden";"united kingdom";"1";"53.71434";"-2.09701"
"baarlo";"netherlands";"1";"51.33083";"6.09444"
"marianna";"united states";"1";"34.77371";"-90.75761"
"lissone";"italy";"1";"45.61236";"9.23985"
"breaux bridge";"united states";"1";"30.27353";"-91.89928"
"bromley";"united kingdom";"1";"51.40606";"0.01519"
"leiden";"netherlands";"1";"52.15833";"4.49306"
"van nuys";"united states";"1";"34.18667";"-118.44897"
"serra negra";"brazil";"1";"-22.61222";"-46.70056"
"ravensdale";"united states";"1";"47.35232";"-121.98373"
"breklum";"germany";"1";"54.6";"8.98333"
"phillipsburg";"united states";"1";"40.69371";"-75.19018"
"bexley";"united kingdom";"1";"51.44162";"0.14866"
"pointe-à-pitre";"guadeloupe";"1";"16.24125";"-61.53614"
"belém";"brazil";"1";"-1.45583";"-48.50444"
"tel aviv";"israel";"1";"32.08088";"34.78057"
"braunschweig";"germany";"1";"52.26594";"10.52673"
"kirn";"germany";"1";"49.78912";"7.45765"
"hoboken";"united states";"1";"40.74399";"-74.03236"
"biel/bienne";"switzerland";"1";"47.13713";"7.24608"
"schwelm";"germany";"1";"51.28635";"7.29388"
"canonsburg";"united states";"1";"40.26257";"-80.18728"
"grafenau";"germany";"1";"48.71427";"8.91219"
"orós";"brazil";"1";"-6.24444";"-38.91361"
"genoa";"italy";"1";"44.40478";"8.94439"
"lovejoy";"united states";"1";"33.43622";"-84.31437"
"florence";"italy";"1";"43.77925";"11.24626"
"brunswick";"united states";"1";"34.28684";"-78.70113"
"durham";"united states";"1";"43.13397";"-70.92645"
"mansfield";"united states";"1";"40.75839";"-82.51545"
"pinner";"united kingdom";"1";"51.59384";"-0.38216"
"tupelo";"united states";"1";"34.25807";"-88.70464"
"sunderland";"united kingdom";"1";"54.90465";"-1.38222"
"long branch";"united states";"1";"40.30428";"-73.99236"
"kópavogur";"iceland";"1";"64.11234";"-21.91298"
"finchley";"united kingdom";"1";"51.60096";"-0.19518"
"corvallis";"united states";"1";"44.56457";"-123.26204"
"gweedore";"ireland";"1";"55.05028";"-8.23194"
"bochum";"germany";"1";"51.48165";"7.21648"
"täby";"sweden";"1";"59.4439";"18.06872"
"woodbridge";"united kingdom";"1";"52.09332";"1.32042"
"oakdale";"united states";"1";"40.99203";"-75.9202"
"chester";"united states";"1";"37.35682";"-77.44165"
"leytonstone";"united kingdom";"1";"51.56856";"0.00768"
"broughton";"united kingdom";"1";"52.37331";"-0.77493"
"stendal";"germany";"1";"52.6069";"11.85867"
"robertsfors";"sweden";"1";"64.19324";"20.84806"
"eisenhüttenstadt";"germany";"1";"52.15";"14.65"
"cannock";"united kingdom";"1";"52.69045";"-2.03085"
"paisley";"united kingdom";"1";"55.83173";"-4.43254"
"siena";"italy";"1";"43.31822";"11.33064"
"monghidoro";"italy";"1";"44.22327";"11.32331"
"verona";"italy";"1";"45.4299";"10.98444"
"mount clemens";"united states";"1";"42.59726";"-82.87798"
"ada";"united states";"1";"47.29969";"-96.51535"
"reykjavík";"iceland";"1";"64.13548";"-21.89541"
"wetzlar";"germany";"1";"50.56109";"8.50495"
"roanoke";"united states";"1";"33.00401";"-97.22585"
"lymington";"united kingdom";"1";"50.75767";"-1.5443"
"lihue";"united states";"1";"21.98121";"-159.3721"
"marbach am neckar";"germany";"1";"48.93964";"9.25995"
"battle creek";"united states";"1";"42.3173";"-85.17816"
"verwood";"united kingdom";"1";"50.87575";"-1.87023"
"orillia";"canada";"1";"44.60868";"-79.42068"
"skegness";"united kingdom";"1";"53.14362";"0.3363"
"salford";"united kingdom";"1";"53.48771";"-2.29042"
"tacoma";"united states";"1";"47.25288";"-122.44429"
"sabina";"united states";"1";"39.48867";"-83.63687"
"bridgetown";"united states";"1";"39.15311";"-84.63717"
"glückstadt";"germany";"1";"53.78893";"9.42576"
"sinsheim";"germany";"1";"49.2529";"8.87867"
"hattiesburg";"united states";"1";"31.32712";"-89.29034"
"sète";"france";"1";"43.4028";"3.69278"
"malone";"united states";"1";"30.95769";"-85.16215"
"pamiers";"france";"1";"43.1165";"1.61079"
"bergamo";"italy";"1";"45.69601";"9.66721"
"dún laoghaire";"ireland";"1";"53.29395";"-6.13586"
"duluth";"united states";"1";"46.78327";"-92.10658"
"bolton";"united states";"1";"42.43343";"-71.60784"
"cochran";"united states";"1";"32.38683";"-83.35461"
"jenkins";"united states";"1";"37.17344";"-82.63099"
"thomson";"united states";"1";"33.47069";"-82.50457"
"kilburn";"united kingdom";"1";"53.0058";"-1.43869"
"tipton";"united states";"1";"38.65558";"-92.77992"
"hartford";"united states";"1";"43.36368";"-73.39372"
"norwalk";"united states";"1";"41.47555";"-93.67883"
"brenham";"united states";"1";"30.16688";"-96.39774"
"osnabrück";"germany";"1";"52.27264";"8.0498"
"hartwell";"united states";"1";"34.35288";"-82.93209"
"kannapolis";"united states";"1";"35.48736";"-80.62173"
"spokane";"united states";"1";"47.65966";"-117.42908"
"waverly";"united states";"1";"42.72581";"-92.47546"
"pisa";"italy";"1";"43.70853";"10.4036"
"oak park";"united states";"1";"38.30562";"-85.69635"
"järvenpää";"finland";"1";"60.47369";"25.08992"
"kitchener";"canada";"1";"43.42537";"-80.5112"
"mount vernon";"united states";"1";"37.93227";"-87.89503"
"eden";"united states";"1";"36.48847";"-79.7667"
"medford";"united states";"1";"45.13858";"-90.34014"
"labrador city";"canada";"1";"52.94626";"-66.91137"
"peoria";"united states";"1";"33.5806";"-112.23738"
"kosciusko";"united states";"1";"33.058";"-89.58956"
"henagar";"united states";"1";"34.63508";"-85.76719"
"manila";"philippines";"1";"14.6042";"120.9822"
"maine";"united states";"1";"45.02716";"-89.69039"
"shaw";"united states";"1";"33.60211";"-90.77458"
"aydın";"turkey";"1";"37.84501";"27.83963"
"charleston";"united states";"1";"45.08506";"-69.04059"
"zagreb";"croatia";"1";"45.81444";"15.97798"
"pottstown";"united states";"1";"40.24537";"-75.64963"
"cisco";"united states";"1";"32.38819";"-98.97923"
"edwards";"united states";"1";"39.64499";"-106.5942"
"downey";"united states";"1";"33.94001";"-118.13257"
"concord";"united states";"1";"37.34264";"-78.97502"
"narbonne";"france";"1";"43.18396";"3.00141"
"cardiff";"united kingdom";"1";"51.48";"-3.18"
"calvert";"united states";"1";"30.97797";"-96.67386"
"el centro";"united states";"1";"32.792";"-115.56305"
"staßfurt";"germany";"1";"51.85186";"11.58508"
"naples";"united states";"1";"42.61535";"-77.40249"
"tamaulipas";"mexico";"1";"15.77189";"-93.40718"
"lexington";"united states";"1";"35.01479";"-97.33558"
"staveley";"united kingdom";"1";"54.37661";"-2.81791"
"middlesbrough";"united kingdom";"1";"54.57623";"-1.23483"
"wilmington";"united states";"1";"42.54648";"-71.17367"
"exeter";"united kingdom";"1";"50.7236";"-3.52751"
"baton rouge";"united states";"1";"30.44332";"-91.18747"
"vannes";"france";"1";"47.65688";"-2.76205"
"erfurt";"germany";"1";"50.9787";"11.03283"
"suffern";"united states";"1";"41.11482";"-74.14959"
"gold coast";"australia";"1";"-28.00029";"153.43088"
"edwards air force base";"united states";"1";"34.91637";"-117.93535"
"chelsea";"united states";"1";"43.98979";"-72.4476"
"wriezen";"germany";"1";"52.72091";"14.13425"
"des moines";"united states";"1";"41.60054";"-93.60911"
"luttrell";"united states";"1";"36.19953";"-83.74185"
"anniston";"united states";"1";"33.65983";"-85.83163"
"garland";"united states";"1";"45.0384";"-69.16032"
"indiana";"united states";"1";"40.62146";"-79.15253"
"brixton";"united kingdom";"1";"50.35";"-4.03333"
"ziębice";"poland";"1";"50.60122";"17.04065"
"new rochelle";"united states";"1";"40.91149";"-73.78235"
"tuscaloosa";"united states";"1";"33.20984";"-87.56917"
"sharonville";"united states";"1";"39.26811";"-84.41327"
"offenburg";"germany";"1";"48.47377";"7.94495"
"polignano a mare";"italy";"1";"40.99221";"17.22149"
"hawthorne";"united states";"1";"40.94926";"-74.15375"
"central city";"united states";"1";"33.44001";"-112.05805"
"ventura";"united states";"1";"34.27834";"-119.29317"
"floydada";"united states";"1";"33.98452";"-101.33766"
"dumbarton";"united states";"1";"37.60376";"-77.49137"
"passaic";"united states";"1";"40.85677";"-74.12848"
"san fernando";"spain";"1";"36.4759";"-6.19817"
"lentate sul seveso";"italy";"1";"45.67637";"9.11774"
"tullamore";"ireland";"1";"53.27389";"-7.48889"
"vallejo";"united states";"1";"38.10409";"-122.25664"
"hebden bridge";"united kingdom";"1";"53.74093";"-2.01337"
"albert lea";"united states";"1";"43.64801";"-93.36827"
"tübingen";"germany";"1";"48.52266";"9.05222"
"blackburn";"united kingdom";"1";"57.20376";"-2.28842"
"new westminster";"canada";"1";"49.20678";"-122.91092"
"epping";"united kingdom";"1";"51.69815";"0.11055"
"saltburn-by-the-sea";"united kingdom";"1";"54.58237";"-0.97367"
"edirne";"turkey";"1";"41.67719";"26.55597"
"dartford";"united kingdom";"1";"51.44657";"0.21423"
"niterói";"brazil";"1";"-22.88333";"-43.10361"
"sale";"united kingdom";"1";"53.42519";"-2.32443"
"herrin";"united states";"1";"37.80311";"-89.02757"
"saco";"united states";"1";"43.50092";"-70.44283"
"san marino";"united states";"1";"34.1214";"-118.10646"
"humble";"united states";"1";"29.99883";"-95.26216"
"modena";"italy";"1";"44.64783";"10.92539"
"steubenville";"united states";"1";"40.36979";"-80.63396"
"hackensack";"united states";"1";"40.88593";"-74.04347"
"michigan city";"united states";"1";"41.70754";"-86.89503"
"boulder";"united states";"1";"46.23659";"-112.12083"
"albuquerque";"united states";"1";"35.08449";"-106.65114"
"ostfildern";"germany";"1";"48.72704";"9.24954"
"wickede";"germany";"1";"51.4964";"7.86587"
"pontiac";"united states";"1";"42.63892";"-83.29105"
"pine bluff";"united states";"1";"34.22843";"-92.0032"
"opelika";"united states";"1";"32.64541";"-85.37828"
"fairfield";"united states";"1";"41.00863";"-91.96267"
"hilversum";"netherlands";"1";"52.22333";"5.17639"
"seymour";"united states";"1";"44.82663";"-91.43127"
"jarrow";"united kingdom";"1";"54.98036";"-1.48423"
"kings park";"united states";"1";"40.88621";"-73.25734"
"chardon";"united states";"1";"41.61422";"-81.14899"
"forest hills";"united states";"1";"40.71621";"-73.85014"
"solihull";"united kingdom";"1";"52.41426";"-1.78094"
"frimley";"united kingdom";"1";"51.31667";"-0.74544"
"hastings";"united kingdom";"1";"50.85519";"0.57292"
"willington";"united kingdom";"1";"52.13409";"-0.37235"
"coney island";"united states";"1";"40.57788";"-73.99403"
"kingsland";"united states";"1";"30.79996";"-81.68983"
"colombia";"colombia";"1";"3.37606";"-74.8015"
"courtenay";"france";"1";"48.03901";"3.05851"
"east elmhurst";"united states";"1";"40.76121";"-73.86514"
"boca raton";"united states";"1";"26.35869";"-80.0831"
"sayreville";"united states";"1";"40.45927";"-74.36098"
"versailles";"france";"1";"48.80359";"2.13424"
"anderson";"united states";"1";"34.50344";"-82.65013"
"bakersfield";"united states";"1";"35.37329";"-119.01871"
"fort macleod";"canada";"1";"49.71671";"-113.41857"
"fargo";"united states";"1";"46.87719";"-96.7898"
"blackheath";"united kingdom";"1";"51.4647";"0.0079"
"holloway";"united kingdom";"1";"51.55237";"-0.12497"
"forest";"united states";"1";"37.36375";"-79.28975"
"levittown";"united states";"1";"40.15511";"-74.82877"
"ruleville";"united states";"1";"33.72595";"-90.55148"
"elk city";"united states";"1";"35.41199";"-99.40426"
"gurdon";"united states";"1";"33.92094";"-93.15406"
"coalinga";"united states";"1";"36.13968";"-120.36015"
"bad homburg vor der höhe";"germany";"1";"50.22683";"8.61816"
"brattleboro";"united states";"1";"42.85092";"-72.55787"
"anchorage";"united states";"1";"61.21806";"-149.90028"
"nevada city";"united states";"1";"39.26173";"-121.01779"
"jaén";"spain";"1";"37.76922";"-3.79028"
"utica";"united states";"1";"34.67816";"-82.93154"
"amarillo";"united states";"1";"35.222";"-101.8313"
"burton upon trent";"united kingdom";"1";"52.80728";"-1.64263"
"guthrie";"united states";"1";"36.64838";"-87.16639"
"new brunswick";"united states";"1";"40.48622";"-74.45182"
"lawrence";"united states";"1";"39.83865";"-86.02526"
"westbury";"united states";"1";"40.75566";"-73.58763"
"ubá";"brazil";"1";"-21.12";"-42.94278"
"eisenach";"germany";"1";"50.9807";"10.31522"
"west newbury";"united states";"1";"42.80148";"-70.98978"
"roswell";"united states";"1";"33.39437";"-104.52491"
"great neck";"united states";"1";"40.80066";"-73.72846"
"waco";"united states";"1";"31.54933";"-97.14667"
"everett";"united states";"1";"47.97898";"-122.20208"
"welling";"united kingdom";"1";"51.46246";"0.10759"
"bay village";"united states";"1";"41.48477";"-81.92208"
"sugar land";"united states";"1";"29.61968";"-95.63495"
"hagen";"germany";"1";"51.36081";"7.47168"
"tohmajärvi";"finland";"1";"62.18333";"30.38333"
"springhill";"canada";"1";"45.65015";"-64.04873"
"quivicán";"cuba";"1";"22.82313";"-82.35558"
"lawton";"united states";"1";"42.16726";"-85.84695"
"rottweil";"germany";"1";"48.16783";"8.62719"
"marietta";"united states";"1";"48.78705";"-122.58045"
"caesarea";"israel";"1";"32.51888";"34.90459"
"joshua tree";"united states";"1";"34.13473";"-116.31307"
"elva";"estonia";"1";"58.2225";"26.42111"
"derby";"united kingdom";"1";"52.92277";"-1.47663"
"grimsby";"canada";"1";"43.20011";"-79.56631"
"lagos";"nigeria";"1";"6.45407";"3.39467"
"romeo";"united states";"1";"42.80281";"-83.01299"
"haugesund";"norway";"1";"59.41378";"5.268"
"st. john's";"canada";"1";"47.56494";"-52.70931"
"anstruther";"united kingdom";"1";"56.22345";"-2.70278"
"dippoldiswalde";"germany";"1";"50.89621";"13.66905"
"sainte-anne-des-monts";"canada";"1";"49.12402";"-66.49243"
"bartlett";"united states";"1";"41.88529";"-98.5523"
"aberdeen";"united kingdom";"1";"57.14369";"-2.09814"
"great bend";"united states";"1";"38.36446";"-98.76481"
"mitcham";"united kingdom";"1";"51.40322";"-0.16831"
"berchtesgaden";"germany";"1";"47.63236";"13.00187"
"oshkosh";"united states";"1";"44.02471";"-88.54261"
"best";"netherlands";"1";"51.5075";"5.39028"
"aveiro";"portugal";"1";"40.64427";"-8.64554"
"rockenhausen";"germany";"1";"49.62974";"7.82134"
"wyandotte";"united states";"1";"42.21421";"-83.14992"
"kotka";"finland";"1";"60.4664";"26.94582"
"juankoski";"finland";"1";"63.06667";"28.35"
"lakehurst";"united states";"1";"40.01456";"-74.31126"
"creston";"united states";"1";"40.987";"-81.89375"
"boonville";"united states";"1";"39.00907";"-123.36612"
"wiscasset";"united states";"1";"44.00286";"-69.6656"
"montpellier";"france";"1";"43.61093";"3.87635"
"eau claire";"united states";"1";"44.81135";"-91.49849"
"skanderborg";"denmark";"1";"56.03434";"9.93177"
"nauen";"germany";"1";"52.60701";"12.87374"
"edmonton";"canada";"1";"53.55014";"-113.46871"
"fort-de-france";"martinique";"1";"14.60365";"-61.07418"
"raymond";"united states";"1";"46.68649";"-123.73294"
"plano";"united states";"1";"36.88032";"-86.41832"
"enid";"united states";"1";"36.39559";"-97.87839"
"oldham";"united kingdom";"1";"53.54051";"-2.1183"
"heston";"united kingdom";"1";"51.48363";"-0.37577"
"camerino";"italy";"1";"43.13866";"13.06785"
"bünde";"germany";"1";"52.19837";"8.58644"
"unna";"germany";"1";"51.53795";"7.68969"
"peckham";"united kingdom";"1";"51.47403";"-0.06969"
"big sandy";"united states";"1";"32.58375";"-95.10883"
"farmersville";"united states";"1";"36.29773";"-119.20678"
"utrecht";"netherlands";"1";"52.09083";"5.12222"
"heilbronn";"germany";"1";"49.13995";"9.22054"
"yokosuka";"japan";"1";"35.28361";"139.66722"
"nordhorn";"germany";"1";"52.43081";"7.06833"
"the pas";"canada";"1";"53.82159";"-101.24488"
"somerville";"united states";"1";"42.3876";"-71.0995"
"brewer";"united states";"1";"44.79674";"-68.76142"
"bad goisern";"austria";"1";"47.64252";"13.61609"
"ponce";"puerto rico";"1";"18.01031";"-66.62398"
"fair lawn";"united states";"1";"40.94038";"-74.13181"
"warrington";"united kingdom";"1";"53.39254";"-2.58024"
"oswestry";"united kingdom";"1";"52.86195";"-3.05497"
"osterley";"united kingdom";"1";"51.48026";"-0.35401"
"bremerton";"united states";"1";"47.56732";"-122.63264"
"nottingham";"united kingdom";"1";"52.9536";"-1.15047"
"pembroke pines";"united states";"1";"26.00315";"-80.22394"
"almelo";"netherlands";"1";"52.35667";"6.6625"
"kenner";"united states";"1";"29.99409";"-90.24174"
"st. stephen";"canada";"1";"45.18044";"-67.29529"
"moulins";"france";"1";"46.56459";"3.33243"
"red hook";"united states";"1";"41.99509";"-73.87541"
"eisenberg";"germany";"1";"49.55859";"8.07199"
"monahans";"united states";"1";"31.5943";"-102.89265"
"istanbul";"turkey";"1";"41.01384";"28.94966"
"stanmore";"united kingdom";"1";"51.61667";"-0.31667"
"westerly";"united states";"1";"41.3776";"-71.82729"
"elk grove village";"united states";"1";"42.00392";"-87.97035"
"moers";"germany";"1";"51.45342";"6.6326"
"lunden";"germany";"1";"54.33131";"9.02523"
"wittenberg";"germany";"1";"51.8661";"12.64973"
"charlottenburg";"germany";"1";"52.51667";"13.28333"
"wakefield";"united kingdom";"1";"53.68331";"-1.49768"
"horn lake";"united states";"1";"34.95537";"-90.03481"
"savannah";"united states";"1";"32.08354";"-81.09983"
"chattanooga";"united states";"1";"35.04563";"-85.30968"
"christchurch";"new zealand";"1";"-43.53333";"172.63333"
"la crosse";"united states";"1";"38.5314";"-99.30872"
"barataria";"united states";"1";"29.72327";"-90.12369"
"augsburg";"germany";"1";"48.37154";"10.89851"
"buckingham";"united kingdom";"1";"51.99968";"-0.98779"
"kauhajoki";"finland";"1";"62.43333";"22.18333"
"shenandoah";"united states";"1";"40.82037";"-76.20077"
"jonesboro";"united states";"1";"35.8423";"-90.70428"
"mechanicsville";"united states";"1";"40.96648";"-76.58662"
"camarillo";"united states";"1";"34.21639";"-119.0376"
"forest hill";"united states";"1";"32.67208";"-97.26918"
"hugo";"united states";"1";"45.15997";"-92.99327"
"pauls valley";"united states";"1";"34.74008";"-97.22225"
"hämeenlinna";"finland";"1";"60.99596";"24.46434"
"wallington";"united kingdom";"1";"51.36404";"-0.15368"
"las vegas";"united states";"1";"35.59393";"-105.2239"
"ferriday";"united states";"1";"31.63017";"-91.55456"
"salisbury";"united states";"1";"42.84176";"-70.86061"
"flushing";"united states";"1";"43.06308";"-83.85107"
"ponchatoula";"united states";"1";"30.4388";"-90.44148"
"ardsley";"united states";"1";"41.01065";"-73.84375"
"hasselt";"belgium";"1";"50.93106";"5.33781"
"shaker heights";"united states";"1";"41.47394";"-81.53707"
"virginia";"united states";"1";"47.52326";"-92.53657"
"camas";"united states";"1";"45.58706";"-122.39954"
"pascagoula";"united states";"1";"30.36576";"-88.55613"
"plainview";"united states";"1";"34.18479";"-101.70684"
"lorain";"united states";"1";"41.45282";"-82.18237"
"green hill";"united states";"1";"36.22283";"-86.54944"
"rockville";"united states";"1";"41.86676";"-72.44953"
"chapin";"united states";"1";"34.16598";"-81.34982"
"jakarta";"indonesia";"1";"-6.21462";"106.84513"
"kirbyville";"united states";"1";"30.66048";"-93.89268"
"blackville";"united states";"1";"33.35793";"-81.27066"
"wembley";"united kingdom";"1";"51.55242";"-0.29686"
"port gibson";"united states";"1";"31.96099";"-90.98399"
"haarlem";"netherlands";"1";"52.38084";"4.63683"
"bedale";"united kingdom";"1";"54.28811";"-1.59181"
"tulle";"france";"1";"45.26582";"1.77233"
"stepney";"united kingdom";"1";"51.5175";"-0.04292"
"igarapava";"brazil";"1";"-20.03833";"-47.74694"
"tidworth";"united kingdom";"1";"51.23142";"-1.66324"
"barnwell";"united states";"1";"33.24487";"-81.35872"
"tunica";"united states";"1";"34.68455";"-90.38288"
"colchester";"united kingdom";"1";"51.88921";"0.90421"
"rochford";"united kingdom";"1";"51.58198";"0.70673"
"west plains";"united states";"1";"36.72812";"-91.85237"
"walnut grove";"united states";"1";"38.24214";"-121.51162"
